tweet,polarity
trump is right period ask the black community that are not millionaires the ones that want to work  and know theres no way sleepyjoe racist biden is going to even try and help that community, 1
predicted trumps win in 2016 now hes ready to call 2020 for joe biden   most historians just study the past but allan lichtman has successfully predicted the future       cc, 0
there are 3 homes with biden crap all around  the thing i noticed is that these are the liberal finatics that put shit all over their  homes baby trumps lighted banners with joe photos etc  majority of homes have one flag that says trump2020, 1
just cant seem to hide his racism       are terrorists, 0
must think that  is powerful af coz that orange twitter champ just said that biden was going to hurt god i mean i knew joe was slick but able to hurt god damn joe whaddya know, 0
very encouraged by joe bidens plan for racial equity centering on bolstering small business opportunities for minority communities expanding access to resources for entrepreneurs of color and investing in affordable housing, 0
best news of the day, 0
young minority voters show overwhelming support for biden poll  black vote, 0
if biden wins the posttrump corruption purge will have to be epic   will have his work cut out for him but hes up to the challenge, 0
im calling for   to step down as the democratic nominee he is unfit doesnt have the mental capacity to finish a sentence let alone a thought and is clearly out of touch with reality and what americans are going through should be an easy win for, 1
